"time_period","avg_price","avg_demand","count","time","diff"
"morning","11.229336402655456","0.15745220042569438","420","1751867912634","1"
"evening","12.048428567379483","0.2677978583448557","146","1751867912634","1"
"morning","11.229336402655456","0.15745220042569438","420","1751867914082","-1"
"evening","12.048428567379483","0.2677978583448557","146","1751867914082","-1"
"afternoon","11.984167681112627","0.25766375795258184","1120","1751867914082","-1"
"afternoon","12.100455438692194","0.2740251061732781","1246","1751867914082","1"
"morning","11.313037220277264","0.16849780969180075","471","1751867914082","1"
"evening","12.165543240983947","0.284276969169814","163","1751867914082","1"
"morning","11.313037220277264","0.16849780969180075","471","1751867915138","-1"
"evening","12.165543240983947","0.284276969169814","163","1751867915138","-1"
"afternoon","12.100455438692194","0.2740251061732781","1246","1751867915138","-1"
"afternoon","12.175267425271809","0.2844357536995513","1348","1751867915138","1"
"morning","11.381347149227667","0.1775515521973571","510","1751867915138","1"
"evening","12.262950444433029","0.29785957424922527","180","1751867915138","1"
"morning","11.381347149227667","0.1775515521973571","510","1751867917496","-1"
"evening","12.262950444433029","0.29785957424922527","180","1751867917496","-1"
"afternoon","12.175267425271809","0.2844357536995513","1348","1751867917496","-1"
"afternoon","12.332852270091864","0.30708346954977017","1527","1751867917496","1"
"morning","11.507508596786437","0.19452898868058632","567","1751867917496","1"
"evening","12.438119690119937","0.32382780409110173","203","1751867917496","1"
"morning","11.507508596786437","0.19452898868058632","567","1751867919432","-1"
"evening","12.438119690119937","0.32382780409110173","203","1751867919432","-1"
"afternoon","12.332852270091864","0.30708346954977017","1527","1751867919432","-1"
"afternoon","12.45912940235436","0.32508932662037465","1711","1751867919432","1"
"morning","11.643363878748627","0.21301834567664873","640","1751867919432","1"
"evening","12.571619546624305","0.3431790776468835","227","1751867919432","1"
"morning","11.643363878748627","0.21301834567664873","640","1751867921876","-1"
"evening","12.571619546624305","0.3431790776468835","227","1751867921876","-1"
"afternoon","12.45912940235436","0.32508932662037465","1711","1751867921876","-1"
"afternoon","12.49912437152427","0.3304624680755845","1920","1751867921876","1"
"morning","11.697927992414941","0.22015765670160609","715","1751867921876","1"
"evening","12.607530202892992","0.3477320217203998","255","1751867921876","1"
"morning","11.697927992414941","0.22015765670160609","715","1751867922924","-1"
"evening","12.607530202892992","0.3477320217203998","255","1751867922924","-1"
"afternoon","12.49912437152427","0.3304624680755845","1920","1751867922924","-1"
"afternoon","12.507826985826576","0.3315207287803255","2015","1751867922924","1"
"morning","11.724766104474645","0.22369860752461965","754","1751867922924","1"
"evening","12.622540408227753","0.3496638503641998","264","1751867922924","1"
"morning","11.724766104474645","0.22369860752461965","754","1751867923822","-1"
"evening","12.622540408227753","0.3496638503641998","264","1751867923822","-1"
"afternoon","12.507826985826576","0.3315207287803255","2015","1751867923822","-1"
"afternoon","12.530870946703272","0.33500551548499025","2099","1751867923822","1"
"morning","11.752268298016741","0.2277458865281745","788","1751867923822","1"
"evening","12.668137251311917","0.3566220651746381","274","1751867923822","1"
"morning","11.752268298016741","0.2277458865281745","788","1751867924848","-1"
"evening","12.668137251311917","0.3566220651746381","274","1751867924848","-1"
"afternoon","12.530870946703272","0.33500551548499025","2099","1751867924848","-1"
"afternoon","12.53240748991699","0.3350274648377661","2194","1751867924848","1"
"morning","11.760542827907521","0.2287569272329456","825","1751867924848","1"
"evening","12.679385971716012","0.35773655628566126","291","1751867924848","1"
"morning","11.760542827907521","0.2287569272329456","825","1751867925842","-1"
"evening","12.679385971716012","0.35773655628566126","291","1751867925842","-1"
"afternoon","12.53240748991699","0.3350274648377661","2194","1751867925842","-1"
"afternoon","12.544988681568718","0.33685078535279955","2283","1751867925842","1"
"morning","11.774420644439733","0.23066837442482352","857","1751867925842","1"
"evening","12.699846022671336","0.36050419951681695","303","1751867925842","1"
"morning","11.774420644439733","0.23066837442482352","857","1751867927366","-1"
"evening","12.699846022671336","0.36050419951681695","303","1751867927366","-1"
"afternoon","12.544988681568718","0.33685078535279955","2283","1751867927366","-1"
"afternoon","12.563125381132837","0.33934825301616245","2410","1751867927366","1"
"morning","11.793212754845248","0.23329157364874553","897","1751867927366","1"
"evening","12.712903307816031","0.3620245432392945","320","1751867927366","1"
"morning","11.793212754845248","0.23329157364874553","897","1751867928342","-1"
"evening","12.712903307816031","0.3620245432392945","320","1751867928342","-1"
"afternoon","12.563125381132837","0.33934825301616245","2410","1751867928342","-1"
"afternoon","12.585231622584383","0.34245436876429386","2498","1751867928342","1"
"morning","11.823675422259127","0.2375265263441949","934","1751867928342","1"
"evening","12.724636272354015","0.36365186044084785","332","1751867928342","1"
"morning","11.823675422259127","0.2375265263441949","934","1751867929316","-1"
"evening","12.724636272354015","0.36365186044084785","332","1751867929316","-1"
"afternoon","12.585231622584383","0.34245436876429386","2498","1751867929316","-1"
"afternoon","12.580227340053424","0.3416113766896927","2591","1751867929316","1"
"morning","11.829386858793658","0.23817421016308699","969","1751867929316","1"
"evening","12.733503643635787","0.3646642379702865","343","1751867929316","1"
"morning","11.829386858793658","0.23817421016308699","969","1751867930300","-1"
"evening","12.733503643635787","0.3646642379702865","343","1751867930300","-1"
"afternoon","12.580227340053424","0.3416113766896927","2591","1751867930300","-1"
"afternoon","12.58904190139598","0.34270252442075877","2681","1751867930300","1"
"morning","11.854055566588553","0.24141869221303486","1003","1751867930300","1"
"evening","12.75591471638562","0.367784023612517","356","1751867930300","1"
"morning","11.854055566588553","0.24141869221303486","1003","1751867931322","-1"
"evening","12.75591471638562","0.367784023612517","356","1751867931322","-1"
"afternoon","12.58904190139598","0.34270252442075877","2681","1751867931322","-1"
"afternoon","12.597403076409924","0.34370487286613643","2778","1751867931322","1"
"evening","12.75501919295169","0.3673917525550408","369","1751867931322","1"
"morning","11.87205880088924","0.24371571150545687","1037","1751867931322","1"
"morning","11.87205880088924","0.24371571150545687","1037","1751867932540","-1"
"evening","12.75501919295169","0.3673917525550408","369","1751867932540","-1"
"afternoon","12.597403076409924","0.34370487286613643","2778","1751867932540","-1"
"afternoon","12.608762835601599","0.3450878131046405","2909","1751867932540","1"
"morning","11.90550644826089","0.24805810722817542","1092","1751867932540","1"
"evening","12.765614490581207","0.3687257339862992","382","1751867932540","1"
"morning","11.90550644826089","0.24805810722817542","1092","1751867934424","-1"
"evening","12.765614490581207","0.3687257339862992","382","1751867934424","-1"
"afternoon","12.608762835601599","0.3450878131046405","2909","1751867934424","-1"
"afternoon","12.635760342964284","0.34888557859993785","3093","1751867934424","1"
"morning","11.954928477322909","0.25482420574920484","1161","1751867934424","1"
"evening","12.806318191394821","0.3747397962436223","411","1751867934424","1"
"morning","11.954928477322909","0.25482420574920484","1161","1751867936356","-1"
"evening","12.806318191394821","0.3747397962436223","411","1751867936356","-1"
"afternoon","12.635760342964284","0.34888557859993785","3093","1751867936356","-1"
"afternoon","12.648379618153188","0.3505791181076069","3236","1751867936356","1"
"morning","11.96331327790105","0.25587583971820416","1206","1751867936356","1"
"evening","12.818073549534837","0.37623878989526566","430","1751867936356","1"
"morning","11.96331327790105","0.25587583971820416","1206","1751867937364","-1"
"evening","12.818073549534837","0.37623878989526566","430","1751867937364","-1"
"afternoon","12.648379618153188","0.3505791181076069","3236","1751867937364","-1"
"afternoon","12.660077831787797","0.3522400849241253","3333","1751867937364","1"
"morning","11.98389145397831","0.25885334025448026","1244","1751867937364","1"
"evening","12.818774479759238","0.3762395950468825","444","1751867937364","1"
"morning","11.98389145397831","0.25885334025448026","1244","1751867938456","-1"
"evening","12.818774479759238","0.3762395950468825","444","1751867938456","-1"
"afternoon","12.660077831787797","0.3522400849241253","3333","1751867938456","-1"
"afternoon","12.671058411654966","0.3536674464987134","3427","1751867938456","1"
"morning","12.002983669275821","0.26137615139534953","1279","1751867938456","1"
"evening","12.828309219594178","0.37749994773278606","454","1751867938456","1"
"morning","12.002983669275821","0.26137615139534953","1279","1751867939770","-1"
"evening","12.828309219594178","0.37749994773278606","454","1751867939770","-1"
"afternoon","12.671058411654966","0.3536674464987134","3427","1751867939770","-1"
"afternoon","12.66610995860744","0.35285508202072174","3543","1751867939770","1"
"evening","12.827584812048059","0.37727149914255215","472","1751867939770","1"
"morning","12.00504322944178","0.2615343622187742","1323","1751867939770","1"
"evening","12.827584812048059","0.37727149914255215","472","1751867940888","-1"
"morning","12.00504322944178","0.2615343622187742","1323","1751867940888","-1"
"afternoon","12.66610995860744","0.35285508202072174","3543","1751867940888","-1"
"afternoon","12.642733928771117","0.3495299714127646","3652","1751867940888","1"
"evening","12.80112300980795","0.37348011850881596","486","1751867940888","1"
"morning","11.990022442987726","0.2594291956189153","1366","1751867940888","1"
"evening","12.80112300980795","0.37348011850881596","486","1751867941976","-1"
"morning","11.990022442987726","0.2594291956189153","1366","1751867941976","-1"
"afternoon","12.642733928771117","0.3495299714127646","3652","1751867941976","-1"
"afternoon","12.623117999477287","0.3467000059265591","3757","1751867941976","1"
"evening","12.78810145899383","0.3715740302198744","494","1751867941976","1"
"morning","11.975182648241985","0.2573630427970421","1407","1751867941976","1"
"evening","12.78810145899383","0.3715740302198744","494","1751867943542","-1"
"morning","11.975182648241985","0.2573630427970421","1407","1751867943542","-1"
"afternoon","12.623117999477287","0.3467000059265591","3757","1751867943542","-1"
"afternoon","12.615960604389247","0.3457171126185266","3862","1751867943542","1"
"evening","12.77863198956667","0.3702592094209914","509","1751867943542","1"
"morning","11.972901830273658","0.25705498014857814","1450","1751867943542","1"
"evening","12.77863198956667","0.3702592094209914","509","1751867945028","-1"
"morning","11.972901830273658","0.25705498014857814","1450","1751867945028","-1"
"afternoon","12.615960604389247","0.3457171126185266","3862","1751867945028","-1"
"afternoon","12.606567252547528","0.344320344416479","3994","1751867945028","1"
"evening","12.76050143455656","0.3675622733370219","529","1751867945028","1"
"morning","11.96672803852934","0.25616080187946483","1498","1751867945028","1"
"evening","12.76050143455656","0.3675622733370219","529","1751867946498","-1"
"morning","11.96672803852934","0.25616080187946483","1498","1751867946498","-1"
"afternoon","12.606567252547528","0.344320344416479","3994","1751867946498","-1"
"afternoon","12.598712930710253","0.34314541519831016","4132","1751867946498","1"
"evening","12.750931936718455","0.36606855663986265","549","1751867946498","1"
"morning","11.958807738732522","0.2550624700810849","1547","1751867946498","1"
"evening","12.750931936718455","0.36606855663986265","549","1751867948500","-1"
"morning","11.958807738732522","0.2550624700810849","1547","1751867948500","-1"
"afternoon","12.598712930710253","0.34314541519831016","4132","1751867948500","-1"
"afternoon","12.592919719841658","0.3421812522554467","4330","1751867948500","1"
"evening","12.743970613228289","0.3648696473785447","574","1751867948500","1"
"morning","11.954252863654117","0.2543586953297034","1624","1751867948500","1"
"morning","11.954252863654117","0.2543586953297034","1624","1751867950522","-1"
"evening","12.743970613228289","0.3648696473785447","574","1751867950522","-1"
"afternoon","12.592919719841658","0.3421812522554467","4330","1751867950522","-1"
"afternoon","12.590152547659718","0.34159828131586994","4527","1751867950522","1"
"evening","12.739390494484233","0.36401095632025793","599","1751867950522","1"
"morning","11.978875402207962","0.2575974413398869","1695","1751867950522","1"
"morning","11.978875402207962","0.2575974413398869","1695","1751867951776","-1"
"evening","12.739390494484233","0.36401095632025793","599","1751867951776","-1"
"afternoon","12.590152547659718","0.34159828131586994","4527","1751867951776","-1"
"afternoon","12.592081054958257","0.34175824751847583","4643","1751867951776","1"
"morning","12.005479587916152","0.26119484133334214","1746","1751867951776","1"
"evening","12.741208546102818","0.3641635297902027","611","1751867951776","1"
"morning","12.005479587916152","0.26119484133334214","1746","1751867953452","-1"
"evening","12.741208546102818","0.3641635297902027","611","1751867953452","-1"
"afternoon","12.592081054958257","0.34175824751847583","4643","1751867953452","-1"
"afternoon","12.59140738837054","0.34166177245300045","4758","1751867953452","1"
"morning","12.01966669540963","0.2631523416009218","1788","1751867953452","1"
"evening","12.750642834579757","0.36553011598062823","628","1751867953452","1"
"morning","12.01966669540963","0.2631523416009218","1788","1751867954742","-1"
"evening","12.750642834579757","0.36553011598062823","628","1751867954742","-1"
"afternoon","12.59140738837054","0.34166177245300045","4758","1751867954742","-1"
"afternoon","12.592456579528738","0.34173369043623103","4871","1751867954742","1"
"morning","12.034748677424155","0.26518670952100687","1831","1751867954742","1"
"evening","12.75443073165902","0.3660225638739186","644","1751867954742","1"
"morning","12.034748677424155","0.26518670952100687","1831","1751867956256","-1"
"evening","12.75443073165902","0.3660225638739186","644","1751867956256","-1"
"afternoon","12.592456579528738","0.34173369043623103","4871","1751867956256","-1"
"afternoon","12.593141069326146","0.34178692381567377","5014","1751867956256","1"
"morning","12.046982781275155","0.26679967324513676","1883","1751867956256","1"
"evening","12.75482660782269","0.366093007779716","664","1751867956256","1"
"morning","12.046982781275155","0.26679967324513676","1883","1751867957738","-1"
"evening","12.75482660782269","0.366093007779716","664","1751867957738","-1"
"afternoon","12.593141069326146","0.34178692381567377","5014","1751867957738","-1"
"afternoon","12.58979225658845","0.34128553591431626","5141","1751867957738","1"
"evening","12.749815660449729","0.3653382301656775","678","1751867957738","1"
"morning","12.053994618318201","0.2677477448741919","1930","1751867957738","1"
"morning","12.053994618318201","0.2677477448741919","1930","1751867959058","-1"
"evening","12.749815660449729","0.3653382301656775","678","1751867959058","-1"
"afternoon","12.58979225658845","0.34128553591431626","5141","1751867959058","-1"
"afternoon","12.587448650370982","0.3408931120597019","5255","1751867959058","1"
"evening","12.74758440871768","0.36490546735013957","696","1751867959058","1"
"morning","12.061609722904233","0.26869746272941025","1980","1751867959058","1"
"evening","12.74758440871768","0.36490546735013957","696","1751867961610","-1"
"morning","12.061609722904233","0.26869746272941025","1980","1751867961610","-1"
"afternoon","12.587448650370982","0.3408931120597019","5255","1751867961610","-1"
"afternoon","12.580853611632682","0.33993699580563447","5448","1751867961610","1"
"evening","12.743212880244304","0.364117218742277","719","1751867961610","1"
"morning","12.054484782058998","0.2677075360769274","2049","1751867961610","1"
"morning","12.054484782058998","0.2677075360769274","2049","1751867963886","-1"
"evening","12.743212880244304","0.364117218742277","719","1751867963886","-1"
"afternoon","12.580853611632682","0.33993699580563447","5448","1751867963886","-1"
"afternoon","12.593214284038732","0.3418559225781132","5702","1751867963886","1"
"morning","12.061448275569482","0.2687590205792517","2148","1751867963886","1"
"evening","12.76525085563244","0.36740219824129783","753","1751867963886","1"
"morning","12.061448275569482","0.2687590205792517","2148","1751867965258","-1"
"evening","12.76525085563244","0.36740219824129783","753","1751867965258","-1"
"afternoon","12.593214284038732","0.3418559225781132","5702","1751867965258","-1"
"afternoon","12.598677339333348","0.34264497968549157","5827","1751867965258","1"
"morning","12.066745732571418","0.26954066086752626","2189","1751867965258","1"
"evening","12.770278021901426","0.36805044089717526","768","1751867965258","1"
"morning","12.066745732571418","0.26954066086752626","2189","1751867966620","-1"
"evening","12.770278021901426","0.36805044089717526","768","1751867966620","-1"
"afternoon","12.598677339333348","0.34264497968549157","5827","1751867966620","-1"
"afternoon","12.603807984802115","0.3434137735303659","5935","1751867966620","1"
"morning","12.070297544456123","0.27010844276529067","2226","1751867966620","1"
"evening","12.773920997668332","0.3685108910829471","784","1751867966620","1"
"morning","12.070297544456123","0.27010844276529067","2226","1751867968064","-1"
"evening","12.773920997668332","0.3685108910829471","784","1751867968064","-1"
"afternoon","12.603807984802115","0.3434137735303659","5935","1751867968064","-1"
"afternoon","12.603624494006425","0.34334361966867377","6064","1751867968064","1"
"morning","12.070753167408487","0.27012993573114","2278","1751867968064","1"
"evening","12.775400980850092","0.3686202045112883","800","1751867968064","1"
"evening","12.775400980850092","0.3686202045112883","800","1751867969804","-1"
"morning","12.070753167408487","0.27012993573114","2278","1751867969804","-1"
"afternoon","12.603624494006425","0.34334361966867377","6064","1751867969804","-1"
"afternoon","12.599566515183737","0.3426518406844691","6246","1751867969804","1"
"evening","12.770239689621745","0.36774723569544215","827","1751867969804","1"
"morning","12.0706593536556","0.2700012585127283","2345","1751867969804","1"
"evening","12.770239689621745","0.36774723569544215","827","1751867971726","-1"
"morning","12.0706593536556","0.2700012585127283","2345","1751867971726","-1"
"afternoon","12.599566515183737","0.3426518406844691","6246","1751867971726","-1"
"afternoon","12.596465363498368","0.3421351842248854","6379","1751867971726","1"
"evening","12.76647034008653","0.36714726941000175","840","1751867971726","1"
"morning","12.069771301751784","0.26980022420691024","2399","1751867971726","1"
"morning","12.069771301751784","0.26980022420691024","2399","1751867973286","-1"
"evening","12.76647034008653","0.36714726941000175","840","1751867973286","-1"
"afternoon","12.596465363498368","0.3421351842248854","6379","1751867973286","-1"
"afternoon","12.597221773068135","0.3421966986803455","6519","1751867973286","1"
"evening","12.766225925555661","0.36706711963154315","861","1751867973286","1"
"morning","12.074677219338616","0.27042992884619177","2454","1751867973286","1"
"morning","12.074677219338616","0.27042992884619177","2454","1751867975852","-1"
"evening","12.766225925555661","0.36706711963154315","861","1751867975852","-1"
"afternoon","12.597221773068135","0.3421966986803455","6519","1751867975852","-1"
"afternoon","12.598583803685697","0.34231224492736617","6815","1751867975852","1"
"morning","12.081982933796539","0.27142358572371245","2556","1751867975852","1"
"evening","12.77475463062283","0.36828301298013816","902","1751867975852","1"
"evening","12.77475463062283","0.36828301298013816","902","1751867977880","-1"
"morning","12.081982933796539","0.27142358572371245","2556","1751867977880","-1"
"afternoon","12.598583803685697","0.34231224492736617","6815","1751867977880","-1"
"afternoon","12.592524835640248","0.34142426368309015","6997","1751867977880","1"
"evening","12.770931094457005","0.36769231447134487","925","1751867977880","1"
"morning","12.07832631560071","0.27087126457859695","2626","1751867977880","1"
"evening","12.770931094457005","0.36769231447134487","925","1751867979356","-1"
"morning","12.07832631560071","0.27087126457859695","2626","1751867979356","-1"
"afternoon","12.592524835640248","0.34142426368309015","6997","1751867979356","-1"
"afternoon","12.563759449100063","0.3375280155950222","7130","1751867979356","1"
"evening","12.73876945859274","0.3632851716890369","943","1751867979356","1"
"morning","12.059759353391287","0.2683750562979799","2674","1751867979356","1"
"evening","12.73876945859274","0.3632851716890369","943","1751867981316","-1"
"morning","12.059759353391287","0.2683750562979799","2674","1751867981316","-1"
"afternoon","12.563759449100063","0.3375280155950222","7130","1751867981316","-1"
"afternoon","12.541030293857137","0.33441729444794555","7265","1751867981316","1"
"evening","12.7213461303045","0.360858608577048","956","1751867981316","1"
"morning","12.038711399625878","0.2655657813463225","2733","1751867981316","1"
"evening","12.7213461303045","0.360858608577048","956","1751867982850","-1"
"morning","12.038711399625878","0.2655657813463225","2733","1751867982850","-1"
"afternoon","12.541030293857137","0.33441729444794555","7265","1751867982850","-1"
"afternoon","12.518706154594433","0.3313836416531274","7402","1751867982850","1"
"evening","12.69077009001401","0.35666120641150245","979","1751867982850","1"
"morning","12.020900321755143","0.2631874409259747","2783","1751867982850","1"
"evening","12.69077009001401","0.35666120641150245","979","1751867984950","-1"
"morning","12.020900321755143","0.2631874409259747","2783","1751867984950","-1"
"afternoon","12.518706154594433","0.3313836416531274","7402","1751867984950","-1"
"afternoon","12.486342499835768","0.32697716001267124","7611","1751867984950","1"
"evening","12.654377379456298","0.35164770353173236","1008","1751867984950","1"
"morning","11.999899314192243","0.2603749103963362","2855","1751867984950","1"
"evening","12.654377379456298","0.35164770353173236","1008","1751867986680","-1"
"morning","11.999899314192243","0.2603749103963362","2855","1751867986680","-1"
"afternoon","12.486342499835768","0.32697716001267124","7611","1751867986680","-1"
"afternoon","12.462718884049945","0.3237606181356717","7764","1751867986680","1"
"evening","12.627021656487985","0.34789435490714027","1027","1751867986680","1"
"morning","11.98508459006976","0.25838675064073613","2911","1751867986680","1"
"evening","12.627021656487985","0.34789435490714027","1027","1751867989770","-1"
"morning","11.98508459006976","0.25838675064073613","2911","1751867989770","-1"
"afternoon","12.462718884049945","0.3237606181356717","7764","1751867989770","-1"
"afternoon","12.453560887095957","0.3224270238000535","7986","1751867989770","1"
"evening","12.61688637402796","0.3463498871041098","1058","1751867989770","1"
"morning","11.981255689047117","0.25780998792019516","2995","1751867989770","1"
"morning","11.981255689047117","0.25780998792019516","2995","1751867992180","-1"
"evening","12.61688637402796","0.3463498871041098","1058","1751867992180","-1"
"afternoon","12.453560887095957","0.3224270238000535","7986","1751867992180","-1"
"afternoon","12.454114859606632","0.3224957544590216","8202","1751867992180","1"
"evening","12.614517132754683","0.3460710778686457","1084","1751867992180","1"
"morning","11.9818131696958","0.2579036600959917","3083","1751867992180","1"
"morning","11.9818131696958","0.2579036600959917","3083","1751867993870","-1"
"evening","12.614517132754683","0.3460710778686457","1084","1751867993870","-1"
"afternoon","12.454114859606632","0.3224957544590216","8202","1751867993870","-1"
"afternoon","12.45740167853323","0.322939859819873","8349","1751867993870","1"
"evening","12.613933946464334","0.3459309504358887","1105","1751867993870","1"
"morning","11.9866642371123","0.2585472838470811","3136","1751867993870","1"
"morning","11.9866642371123","0.2585472838470811","3136","1751867996148","-1"
"evening","12.613933946464334","0.3459309504358887","1105","1751867996148","-1"
"afternoon","12.45740167853323","0.322939859819873","8349","1751867996148","-1"
"afternoon","12.46841703622923","0.32447744830288566","8566","1751867996148","1"
"morning","11.997077429407685","0.2599879257415886","3211","1751867996148","1"
"evening","12.617603106791297","0.34637251848382894","1135","1751867996148","1"
"morning","11.997077429407685","0.2599879257415886","3211","1751867997974","-1"
"evening","12.617603106791297","0.34637251848382894","1135","1751867997974","-1"
"afternoon","12.46841703622923","0.32447744830288566","8566","1751867997974","-1"
"afternoon","12.469623731647609","0.32458105940474397","8727","1751867997974","1"
"evening","12.616777666471844","0.346194933710273","1155","1751867997974","1"
