"vehicle_type","avg_price","avg_demand","count","time","diff"
"Car","12.355331682150155","0.3089637895639413","8777","1751867996148","-1"
"Car","12.3663564149326","0.3105097718638993","8999","1751867996148","1"
"Truck","12.666316705190363","0.3531266185084236","1298","1751867996148","1"
"Bike","12.20739389027164","0.2886394158205537","2615","1751867996148","1"
"Truck","12.666316705190363","0.3531266185084236","1298","1751867997974","-1"
"Bike","12.20739389027164","0.2886394158205537","2615","1751867997974","-1"
"Car","12.3663564149326","0.3105097718638993","8999","1751867997974","-1"
"Car","12.366670932847803","0.3104941990673141","9168","1751867997974","1"
"Truck","12.668246950239503","0.3533371148774375","1319","1751867997974","1"
"Bike","12.209921589589692","0.2889305061140636","2667","1751867997974","1"
"Bike","12.209921589589692","0.2889305061140636","2667","1751868000390","-1"
"Truck","12.668246950239503","0.3533371148774375","1319","1751868000390","-1"
"Car","12.366670932847803","0.3104941990673141","9168","1751868000390","-1"
"Car","12.351421210073765","0.30836593489205916","9349","1751868000390","1"
"Bike","12.19617779449694","0.2870347851569055","2715","1751868000390","1"
"Truck","12.655762915598249","0.35153482395964786","1342","1751868000390","1"
"Bike","12.19617779449694","0.2870347851569055","2715","1751868005238","-1"
"Truck","12.655762915598249","0.35153482395964786","1342","1751868005238","-1"
"Car","12.351421210073765","0.30836593489205916","9349","1751868005238","-1"
"Car","12.3306028981318","0.3054684817055686","9676","1751868005238","1"
"Bike","12.178384233410258","0.28456915273029887","2821","1751868005238","1"
"Truck","12.63869092499572","0.34907742077052933","1396","1751868005238","1"
"Bike","12.178384233410258","0.28456915273029887","2821","1751868007592","-1"
"Truck","12.63869092499572","0.34907742077052933","1396","1751868007592","-1"
"Car","12.3306028981318","0.3054684817055686","9676","1751868007592","-1"
"Car","12.31785151498935","0.3036857999145059","9932","1751868007592","1"
"Bike","12.17066557888117","0.2835054854318473","2882","1751868007592","1"
"Truck","12.629396194995296","0.34772727480098675","1426","1751868007592","1"
"Bike","12.17066557888117","0.2835054854318473","2882","1751868009558","-1"
"Truck","12.629396194995296","0.34772727480098675","1426","1751868009558","-1"
"Car","12.31785151498935","0.3036857999145059","9932","1751868009558","-1"
"Car","12.308135663959808","0.3023108440254313","10106","1751868009558","1"
"Bike","12.163794801481165","0.2825428334313169","2920","1751868009558","1"
"Truck","12.618632318578019","0.34613496169189234","1456","1751868009558","1"
"Bike","12.163794801481165","0.2825428334313169","2920","1751868011494","-1"
"Truck","12.618632318578019","0.34613496169189234","1456","1751868011494","-1"
"Car","12.308135663959808","0.3023108440254313","10106","1751868011494","-1"
"Car","12.304957821576352","0.3018158819766005","10278","1751868011494","1"
"Bike","12.161761822782703","0.2822202476337746","2966","1751868011494","1"
"Truck","12.616574567585976","0.34577611089531046","1480","1751868011494","1"
"Bike","12.161761822782703","0.2822202476337746","2966","1751868014396","-1"
"Truck","12.616574567585976","0.34577611089531046","1480","1751868014396","-1"
"Car","12.304957821576352","0.3018158819766005","10278","1751868014396","-1"
"Car","12.303964156481882","0.30163210007906316","10499","1751868014396","1"
"Truck","12.615080560464374","0.3454719437662352","1515","1751868014396","1"
"Bike","12.162830734542894","0.28231209970700083","3027","1751868014396","1"
"Bike","12.162830734542894","0.28231209970700083","3027","1751868017244","-1"
"Truck","12.615080560464374","0.3454719437662352","1515","1751868017244","-1"
"Car","12.303964156481882","0.30163210007906316","10499","1751868017244","-1"
"Car","12.306275834247073","0.30190999563020837","10779","1751868017244","1"
"Truck","12.613602152106127","0.34519974066548637","1548","1751868017244","1"
"Bike","12.163727361481413","0.2824044746177769","3103","1751868017244","1"
"Truck","12.613602152106127","0.34519974066548637","1548","1751868019800","-1"
"Bike","12.163727361481413","0.2824044746177769","3103","1751868019800","-1"
"Car","12.306275834247073","0.30190999563020837","10779","1751868019800","-1"
"Car","12.30404611250479","0.30156066878161364","11036","1751868019800","1"
"Truck","12.614047663917015","0.3451796799171163","1579","1751868019800","1"
"Bike","12.164419782012471","0.28246624358804073","3175","1751868019800","1"
"Bike","12.164419782012471","0.28246624358804073","3175","1751868022348","-1"
"Truck","12.614047663917015","0.3451796799171163","1579","1751868022348","-1"
"Car","12.30404611250479","0.30156066878161364","11036","1751868022348","-1"
"Car","12.287678117833918","0.2992817221828378","11296","1751868022348","1"
"Bike","12.150343591403272","0.2805179434626956","3243","1751868022348","1"
"Truck","12.601895525741032","0.34343861730945713","1606","1751868022348","1"
"Bike","12.150343591403272","0.2805179434626956","3243","1751868024902","-1"
"Truck","12.601895525741032","0.34343861730945713","1606","1751868024902","-1"
"Car","12.287678117833918","0.2992817221828378","11296","1751868024902","-1"
"Car","12.279799320026058","0.29819475600733863","11480","1751868024902","1"
"Bike","12.145109698080855","0.2797921528467255","3301","1751868024902","1"
"Truck","12.5922860341514","0.3420807954295973","1633","1751868024902","1"
"Bike","12.145109698080855","0.2797921528467255","3301","1751868027202","-1"
"Truck","12.5922860341514","0.3420807954295973","1633","1751868027202","-1"
"Car","12.279799320026058","0.29819475600733863","11480","1751868027202","-1"
"Car","12.27098471851003","0.29697475944150376","11675","1751868027202","1"
"Bike","12.135451741017091","0.2784754692995044","3357","1751868027202","1"
"Truck","12.583114780571092","0.34078642430113004","1664","1751868027202","1"
"Bike","12.135451741017091","0.2784754692995044","3357","1751868030362","-1"
"Truck","12.583114780571092","0.34078642430113004","1664","1751868030362","-1"
"Car","12.27098471851003","0.29697475944150376","11675","1751868030362","-1"
"Car","12.260474037518673","0.29548434831966114","11998","1751868030362","1"
"Bike","12.122658004975564","0.27668913026603414","3459","1751868030362","1"
"Truck","12.575603861738756","0.33967800920684216","1714","1751868030362","1"
"Bike","12.122658004975564","0.27668913026603414","3459","1751868033358","-1"
"Truck","12.575603861738756","0.33967800920684216","1714","1751868033358","-1"
"Car","12.260474037518673","0.29548434831966114","11998","1751868033358","-1"
"Car","12.261806046941365","0.29564238149677624","12316","1751868033358","1"
"Truck","12.574323497484876","0.33940896333174336","1765","1751868033358","1"
"Bike","12.123601018174023","0.2767884533004551","3542","1751868033358","1"
"Bike","12.123601018174023","0.2767884533004551","3542","1751868035996","-1"
"Truck","12.574323497484876","0.33940896333174336","1765","1751868035996","-1"
"Car","12.261806046941365","0.29564238149677624","12316","1751868035996","-1"
"Car","12.26424971208558","0.2959645153567533","12509","1751868035996","1"
"Truck","12.572946025813067","0.33916065553381375","1790","1751868035996","1"
"Bike","12.12572754184756","0.2770620227101919","3589","1751868035996","1"
"Truck","12.572946025813067","0.33916065553381375","1790","1751868038228","-1"
"Bike","12.12572754184756","0.2770620227101919","3589","1751868038228","-1"
"Car","12.26424971208558","0.2959645153567533","12509","1751868038228","-1"
"Car","12.273100720653408","0.29719363668088744","12725","1751868038228","1"
"Truck","12.580123565995756","0.34014025222067584","1815","1751868038228","1"
"Bike","12.133277994862109","0.27809239341512665","3650","1751868038228","1"
"Bike","12.133277994862109","0.27809239341512665","3650","1751868040822","-1"
"Truck","12.580123565995756","0.34014025222067584","1815","1751868040822","-1"
"Car","12.273100720653408","0.29719363668088744","12725","1751868040822","-1"
"Car","12.274258707682426","0.2973197244610724","12854","1751868040822","1"
"Truck","12.57954768302927","0.34001430358807333","1834","1751868040822","1"
"Bike","12.133970533048005","0.27815695978447785","3680","1751868040822","1"
