"day_category","avg_price","avg_demand","count","time","diff"
"weekday","12.505197140088208","0.32971065362326524","4949","1751867950522","1"
"weekend","12.309021714688813","0.30413868624057006","1872","1751867950522","1"
"weekday","12.505197140088208","0.32971065362326524","4949","1751867951776","-1"
"weekend","12.309021714688813","0.30413868624057006","1872","1751867951776","-1"
"weekday","12.50774778939791","0.3299587876195242","5066","1751867951776","1"
"weekend","12.330521106128066","0.3070126343420916","1934","1751867951776","1"
"weekday","12.50774778939791","0.3299587876195242","5066","1751867953452","-1"
"weekend","12.330521106128066","0.3070126343420916","1934","1751867953452","-1"
"weekend","12.329160838203409","0.3067099739784843","1980","1751867953452","1"
"weekday","12.51381317784611","0.3308452569257339","5194","1751867953452","1"
"weekday","12.51381317784611","0.3308452569257339","5194","1751867954742","-1"
"weekend","12.329160838203409","0.3067099739784843","1980","1751867954742","-1"
"weekday","12.51804430341624","0.33137706988996235","5330","1751867954742","1"
"weekend","12.334403810132905","0.3073513987446189","2016","1751867954742","1"
"weekend","12.334403810132905","0.3073513987446189","2016","1751867956256","-1"
"weekday","12.51804430341624","0.33137706988996235","5330","1751867956256","-1"
"weekday","12.514249406954475","0.33078912299330643","5473","1751867956256","1"
"weekend","12.35881023087877","0.3107185381971977","2088","1751867956256","1"
"weekend","12.35881023087877","0.3107185381971977","2088","1751867957738","-1"
"weekday","12.514249406954475","0.33078912299330643","5473","1751867957738","-1"
"weekday","12.509420501183328","0.3301023989073256","5625","1751867957738","1"
"weekend","12.366862666244906","0.3117586694638965","2124","1751867957738","1"
"weekend","12.366862666244906","0.3117586694638965","2124","1751867959058","-1"
"weekday","12.509420501183328","0.3301023989073256","5625","1751867959058","-1"
"weekday","12.507432939876937","0.3297499393108412","5771","1751867959058","1"
"weekend","12.37081164883686","0.3122229562920374","2160","1751867959058","1"
"weekday","12.507432939876937","0.3297499393108412","5771","1751867961610","-1"
"weekend","12.37081164883686","0.3122229562920374","2160","1751867961610","-1"
"weekend","12.324899373623348","0.3058777198244335","2268","1751867961610","1"
"weekday","12.516749844675774","0.33096488000749885","5948","1751867961610","1"
"weekday","12.516749844675774","0.33096488000749885","5948","1751867963886","-1"
"weekend","12.324899373623348","0.3058777198244335","2268","1751867963886","-1"
"weekend","12.285212261492187","0.3003781541609652","2376","1751867963886","1"
"weekday","12.548107966034621","0.3355568022697735","6227","1751867963886","1"
"weekday","12.548107966034621","0.3355568022697735","6227","1751867965258","-1"
"weekend","12.285212261492187","0.3003781541609652","2376","1751867965258","-1"
"weekend","12.273930458631337","0.29881410613457654","2412","1751867965258","1"
"weekday","12.559549987365914","0.3371845445509742","6372","1751867965258","1"
"weekday","12.559549987365914","0.3371845445509742","6372","1751867966620","-1"
"weekend","12.273930458631337","0.29881410613457654","2412","1751867966620","-1"
"weekend","12.262188408946487","0.29719013128590804","2448","1751867966620","1"
"weekday","12.570263130803577","0.3387429947236246","6497","1751867966620","1"
"weekday","12.570263130803577","0.3387429947236246","6497","1751867968064","-1"
"weekend","12.262188408946487","0.29719013128590804","2448","1751867968064","-1"
"weekend","12.243647034103844","0.29463863474756885","2496","1751867968064","1"
"weekday","12.57684809427752","0.339583183049274","6646","1751867968064","1"
"weekend","12.243647034103844","0.29463863474756885","2496","1751867969804","-1"
"weekday","12.57684809427752","0.339583183049274","6646","1751867969804","-1"
"weekday","12.57148774028384","0.33872227792435783","6826","1751867969804","1"
"weekend","12.249460473109448","0.2952797233549415","2592","1751867969804","1"
"weekend","12.249460473109448","0.2952797233549415","2592","1751867971726","-1"
"weekday","12.57148774028384","0.33872227792435783","6826","1751867971726","-1"
"weekday","12.564913725978244","0.3377246911420373","6970","1751867971726","1"
"weekend","12.256276556745837","0.29614565222331074","2648","1751867971726","1"
"weekday","12.564913725978244","0.3377246911420373","6970","1751867973286","-1"
"weekend","12.256276556745837","0.29614565222331074","2648","1751867973286","-1"
"weekday","12.56607681970807","0.33785881162644055","7134","1751867973286","1"
"weekend","12.258472268516389","0.29636124146128334","2700","1751867973286","1"
"weekend","12.258472268516389","0.29636124146128334","2700","1751867975852","-1"
"weekday","12.56607681970807","0.33785881162644055","7134","1751867975852","-1"
"weekday","12.563606457222164","0.3374739708748904","7465","1751867975852","1"
"weekend","12.27792146529929","0.29899028469260824","2808","1751867975852","1"
"weekend","12.27792146529929","0.29899028469260824","2808","1751867977880","-1"
"weekday","12.563606457222164","0.3374739708748904","7465","1751867977880","-1"
"weekday","12.549996706164825","0.3355412040674465","7668","1751867977880","1"
"weekend","12.294207534459408","0.301194080510695","2880","1751867977880","1"
"weekend","12.294207534459408","0.301194080510695","2880","1751867979356","-1"
"weekday","12.549996706164825","0.3355412040674465","7668","1751867979356","-1"
"weekend","12.266482086623746","0.29741882444826057","2952","1751867979356","1"
"weekday","12.52461909721506","0.33211125065616565","7795","1751867979356","1"
"weekend","12.266482086623746","0.29741882444826057","2952","1751867981316","-1"
"weekday","12.52461909721506","0.33211125065616565","7795","1751867981316","-1"
"weekend","12.24359495708149","0.2942880069054953","3024","1751867981316","1"
"weekday","12.503071764237868","0.3291786660152927","7930","1751867981316","1"
"weekend","12.24359495708149","0.2942880069054953","3024","1751867982850","-1"
"weekday","12.503071764237868","0.3291786660152927","7930","1751867982850","-1"
"weekend","12.228613245060329","0.2922576426545944","3062","1751867982850","1"
"weekday","12.478138572389728","0.32579989914612895","8102","1751867982850","1"
"weekend","12.228613245060329","0.2922576426545944","3062","1751867984950","-1"
"weekday","12.478138572389728","0.32579989914612895","8102","1751867984950","-1"
